Estadística del Padrón Continuo
30.- Murcia, Región de
Población por sexo, municipios y país de nacimiento
Unidades:   Personas

,Total,España,Extranjero,Europa (sin España),UE28 sin España,Alemania,Bulgaria,Francia,Italia,Polonia,Portugal,Reino Unido,Rumanía,Europa menos UE28,Rusia,Ucrania,África,Argelia,Marruecos,Nigeria,Senegal,América,Argentina,Bolivia,Brasil,Colombia,Cuba,Chile,Ecuador,Paraguay,Perú,República Dominicana,Uruguay,Venezuela,Asia,China,Pakistán,Oceanía ,
    Total,
        30 Murcia,
            1 de enero de 2018,9.075,7.675,1.400,306,250,21,40,51,4,2,13,6,105,56,8,36,255,8,222,3,2,830,20,97,15,49,8,4,291,281,6,3,3,15,9,9,0,0,
            1 de enero de 2017,8.954,7.646,1.308,304,259,21,45,50,5,2,21,7,98,45,9,27,223,8,197,3,2,771,20,97,10,37,11,3,294,253,5,5,1,13,10,10,0,0,
            1 de enero de 2016,8.976,7.652,1.324,308,259,23,46,54,6,2,22,6,88,49,11,27,225,9,191,4,1,782,24,101,14,29,11,3,314,242,4,6,2,10,9,8,0,0,
            1 de enero de 2015,8.929,7.639,1.290,299,246,24,48,52,6,1,20,2,80,53,11,30,188,8,161,5,1,791,25,100,13,25,11,3,341,233,4,7,1,5,12,11,0,0,
            1 de enero de 2014,8.912,7.579,1.333,308,259,24,58,52,4,1,25,0,82,49,11,29,179,7,149,5,2,833,25,99,13,27,11,3,359,263,4,8,1,4,13,13,0,0,
            1 de enero de 2013,8.793,7.417,1.376,323,268,24,57,51,4,2,26,0,91,55,13,33,180,7,149,4,3,860,27,102,17,25,11,3,361,278,2,8,1,6,13,13,0,0,
        30010 Beniel,
            1 de enero de 2020,5.488,4.343,1.145,383,231,11,90,61,1,6,5,1,41,152,30,108,588,31,527,0,0,168,5,8,6,37,3,0,81,8,8,1,0,3,6,5,1,0,
            1 de enero de 2019,5.470,4.383,1.087,380,224,11,87,59,0,7,5,0,42,156,30,112,539,34,475,0,0,163,5,6,7,33,2,0,84,7,8,1,0,1,5,5,0,0,
            1 de enero de 2018,5.455,4.418,1.037,373,226,12,89,59,0,5,6,0,43,147,26,105,498,28,440,0,0,160,5,7,6,34,2,0,82,7,9,1,0,0,6,5,1,0,
            1 de enero de 2017,5.461,4.421,1.040,387,239,12,99,56,0,4,7,0,47,148,25,108,489,28,433,0,0,157,3,4,8,35,3,0,85,5,10,1,0,1,7,6,1,0,
            1 de enero de 2016,5.407,4.390,1.017,400,246,14,102,58,0,8,6,0,44,154,31,107,442,31,385,0,0,169,2,6,6,34,3,0,98,5,10,3,0,1,6,5,1,0,
            1 de enero de 2015,5.426,4.383,1.043,432,279,14,120,60,0,8,3,0,57,153,33,102,432,32,375,0,0,173,2,7,4,43,3,0,95,5,10,2,0,1,6,5,1,0,
            1 de enero de 2014,5.399,4.354,1.045,446,292,16,121,60,0,10,4,0,63,154,33,102,404,36,340,0,0,188,2,9,4,45,3,1,107,2,10,3,0,1,7,6,1,0,
            1 de enero de 2013,5.405,4.354,1.051,475,314,17,134,58,0,11,8,0,64,161,35,108,368,32,307,0,1,203,2,7,4,45,3,1,123,2,10,3,0,1,5,5,0,0,
        30011 Blanca,
            1 de enero de 2020,3.209,2.849,360,87,74,3,4,22,0,2,1,23,17,13,1,8,202,4,195,0,0,63,0,6,0,7,5,0,24,3,0,0,1,0,8,4,1,0,
            1 de enero de 2019,3.211,2.861,350,88,78,3,3,22,0,2,2,26,18,10,1,5,198,4,192,0,0,56,0,5,0,8,5,0,23,4,0,0,0,0,8,5,1,0,
            1 de enero de 2018,3.210,2.866,344,88,81,2,5,22,0,2,2,24,22,7,1,4,195,4,190,0,0,52,0,6,0,7,5,0,26,1,0,0,0,0,9,6,1,0,
            1 de enero de 2017,3.197,2.873,324,77,69,3,4,21,0,1,2,19,17,8,1,5,188,5,182,0,0,50,0,6,0,7,4,0,27,1,0,0,0,0,9,6,1,0,
            1 de enero de 2016,3.199,2.865,334,90,81,4,3,22,0,1,2,27,20,9,2,5,181,5,174,0,0,54,0,6,0,7,4,0,31,1,0,0,0,1,9,6,1,0,
            1 de enero de 2015,3.201,2.874,327,95,88,4,5,22,0,0,2,38,17,7,1,4,172,4,166,0,0,52,0,5,1,6,4,0,29,1,0,0,0,1,8,5,1,0,
            1 de enero de 2014,3.181,2.858,323,92,84,4,5,20,0,0,2,39,14,8,1,4,166,4,161,0,0,58,0,9,1,7,4,0,28,0,0,0,0,1,7,4,1,0,
            1 de enero de 2013,3.178,2.857,321,88,81,4,7,19,0,0,2,36,13,7,1,3,170,4,166,0,0,56,0,5,2,7,4,0,28,0,0,0,0,2,7,4,1,0,
        30012 Bullas,
            1 de enero de 2020,5.748,5.294,454,171,163,9,57,29,0,2,3,43,7,8,2,4,26,0,24,1,0,250,17,49,6,30,4,0,99,2,4,2,7,6,7,7,0,0,
            1 de enero de 2019,5.735,5.310,425,161,152,9,53,30,3,2,1,36,7,9,2,4,22,0,20,1,0,235,20,46,4,19,3,1,105,1,5,1,6,7,7,7,0,0,
            1 de enero de 2018,5.743,5.359,384,145,138,8,41,29,3,2,2,33,8,7,1,4,18,1,15,1,0,213,15,43,3,19,3,0,101,1,2,4,6,4,8,8,0,0,
            1 de enero de 2017,5.742,5.380,362,130,124,9,39,26,1,2,4,26,9,6,0,4,18,0,15,1,0,206,15,44,3,19,3,0,98,0,1,2,4,3,8,8,0,0,
            1 de enero de 2016,5.807,5.387,420,185,181,7,87,26,1,1,8,29,11,4,0,2,20,0,18,1,0,207,14,43,5,20,3,0,101,0,1,1,4,3,8,8,0,0,
            1 de enero de 2015,5.831,5.412,419,179,174,7,87,27,0,1,9,25,11,5,0,2,19,1,17,1,0,213,12,52,8,23,2,0,97,0,1,0,4,3,8,8,0,0,
            1 de enero de 2014,5.980,5.460,520,256,251,7,157,30,0,1,10,24,15,5,0,2,24,1,22,1,0,233,14,54,8,26,2,0,110,1,2,0,4,2,7,7,0,0,
            1 de enero de 2013,6.072,5.482,590,314,310,7,195,30,0,1,11,35,24,4,0,1,26,1,24,1,0,243,14,53,8,26,2,0,125,1,2,0,4,2,7,7,0,0,
        30013 Calasparra,
            1 de enero de 2020,4.991,4.292,699,293,268,6,16,13,0,1,20,147,48,25,2,14,131,5,123,1,0,260,5,43,10,17,4,4,140,7,2,3,0,5,15,7,3,0,
            1 de enero de 2019,5.031,4.354,677,292,267,5,21,11,0,2,18,144,47,25,3,13,120,10,106,1,0,253,8,42,8,16,5,3,144,7,1,2,0,7,12,5,2,0,
            1 de enero de 2018,5.007,4.359,648,295,271,5,14,12,0,2,21,148,50,24,3,14,109,11,94,1,0,236,10,36,6,11,7,3,141,7,1,2,0,6,8,5,0,0,
            1 de enero de 2017,5.042,4.392,650,313,287,6,15,12,1,1,22,155,53,26,3,16,95,6,85,1,0,231,7,40,7,11,1,3,142,7,2,2,0,3,11,7,3,0,
            1 de enero de 2016,5.037,4.373,664,327,301,5,13,12,1,2,21,164,56,26,2,18,81,4,73,1,0,242,7,39,8,9,1,2,153,7,2,4,1,3,14,7,6,0,
            1 de enero de 2015,5.144,4.431,713,373,345,5,14,12,0,2,28,184,66,28,2,20,69,3,62,1,0,257,7,42,10,9,3,1,163,6,2,4,1,4,14,7,6,0,
            1 de enero de 2014,5.198,4.463,735,393,365,5,7,13,0,3,36,200,67,28,2,19,66,2,59,1,0,266,8,40,11,10,1,1,172,5,3,2,3,4,10,6,3,0,
            1 de enero de 2013,5.229,4.507,722,380,355,4,6,14,0,1,32,202,61,25,2,16,68,3,60,1,0,268,8,36,12,11,1,1,178,4,3,2,3,4,6,5,0,0,
        30014 Campos del Río,
            1 de enero de 2020,1.073,1.006,67,38,38,2,0,14,0,0,1,14,3,0,0,0,9,1,8,0,0,19,0,3,2,1,2,0,5,1,0,1,1,0,1,1,0,0,
            1 de enero de 2019,1.072,993,79,49,49,2,0,15,0,0,1,20,6,0,0,0,8,1,7,0,0,21,0,3,2,1,2,0,4,1,0,1,1,1,1,1,0,0,
            1 de enero de 2018,1.072,1.001,71,49,49,1,0,16,0,0,1,19,7,0,0,0,8,0,8,0,0,13,2,1,2,0,0,0,4,1,0,0,1,0,1,1,0,0,
            1 de enero de 2017,1.064,994,70,50,50,2,0,16,0,0,1,20,7,0,0,0,8,0,8,0,0,11,1,2,2,1,0,0,2,2,0,0,0,0,1,1,0,0,
            1 de enero de 2016,1.046,982,64,46,45,2,0,15,0,0,0,18,4,1,0,1,8,1,7,0,0,10,0,2,2,1,0,0,3,1,0,0,0,0,0,0,0,0,
            1 de enero de 2015,1.087,996,91,69,67,2,0,17,0,0,1,30,10,2,1,0,8,1,7,0,0,14,0,3,2,2,0,0,6,1,0,0,0,0,0,0,0,0,
            1 de enero de 2014,1.095,994,101,69,66,2,0,16,0,0,1,30,12,3,1,1,12,1,11,0,0,18,0,4,4,2,0,0,5,2,0,0,0,0,2,2,0,0,
            1 de enero de 2013,1.137,1.013,124,82,79,3,1,17,0,0,3,33,14,3,0,2,20,2,18,0,0,20,0,9,2,1,0,0,5,1,1,0,0,0,2,2,0,0,
        30015 Caravaca de la Cruz,
            1 de enero de 2020,12.831,11.469,1.362,415,384,14,98,75,4,8,22,19,120,31,6,10,121,10,101,1,0,802,22,263,23,84,7,1,247,5,5,27,18,14,24,17,0,0,
            1 de enero de 2019,12.857,11.546,1.311,430,398,14,107,75,5,8,21,20,129,32,7,8,113,8,96,1,0,745,20,257,27,75,10,1,249,4,5,26,18,4,23,16,0,0,
            1 de enero de 2018,12.871,11.581,1.290,450,421,16,120,78,4,11,23,20,130,29,6,8,97,8,80,1,0,720,21,256,28,65,14,0,249,5,6,25,18,1,23,16,0,0,
            1 de enero de 2017,12.838,11.604,1.234,437,406,15,102,72,3,11,27,26,134,31,7,8,78,6,66,1,0,693,22,242,25,56,12,0,252,5,2,28,21,1,26,18,0,0,
            1 de enero de 2016,12.788,11.592,1.196,431,401,14,99,69,3,10,34,28,127,30,8,7,62,4,53,0,0,673,19,222,29,53,11,0,256,3,3,27,23,3,30,20,0,0,
            1 de enero de 2015,12.914,11.629,1.285,503,470,14,121,73,2,13,34,34,160,33,9,8,63,4,55,0,0,693,21,238,30,48,12,0,270,3,2,31,18,3,26,19,1,0,
            1 de enero de 2014,13.106,11.634,1.472,634,601,14,174,80,2,15,47,63,170,33,6,10,70,5,61,0,0,739,27,271,24,54,18,0,267,5,2,26,22,3,28,18,2,1,
            1 de enero de 2013,13.003,11.623,1.380,540,510,14,136,77,2,11,45,40,158,30,7,9,63,1,57,0,0,750,26,275,23,51,18,0,278,7,2,25,23,5,26,17,0,1,
        30016 Cartagena,
            1 de enero de 2020,108.630,94.952,13.678,3.297,2.583,213,131,356,61,55,43,938,421,714,148,426,5.149,94,4.819,51,31,4.821,261,317,197,962,135,40,1.615,283,156,167,38,306,405,242,13,6,
            1 de enero de 2019,107.851,95.001,12.850,3.192,2.507,215,132,360,55,61,48,871,422,685,134,428,4.838,87,4.516,49,27,4.418,231,327,197,773,122,38,1.620,268,139,168,38,232,396,253,12,6,
            1 de enero de 2018,107.242,94.912,12.330,3.172,2.525,205,134,356,48,64,47,880,463,647,124,413,4.609,81,4.289,50,27,4.153,232,327,169,665,106,39,1.626,263,130,166,36,195,391,250,12,5,
            1 de enero de 2017,107.189,94.957,12.232,3.240,2.613,211,147,361,49,67,54,900,498,627,121,393,4.465,77,4.160,54,25,4.134,240,356,175,655,104,34,1.694,246,124,145,41,161,388,249,13,5,
            1 de enero de 2016,107.415,94.937,12.478,3.430,2.840,232,155,367,46,73,59,997,554,590,108,375,4.440,80,4.147,56,22,4.224,239,366,190,650,92,38,1.788,248,129,150,40,142,379,255,6,5,
            1 de enero de 2015,107.943,94.874,13.069,3.941,3.360,262,169,391,47,95,80,1.256,635,581,108,355,4.433,79,4.137,61,23,4.330,248,374,181,654,98,39,1.869,252,132,147,45,132,361,250,4,4,
            1 de enero de 2014,107.940,94.700,13.240,4.085,3.521,278,190,394,40,100,90,1.327,656,564,95,350,4.385,77,4.097,67,21,4.409,250,401,193,665,104,41,1.918,249,129,133,40,127,356,249,6,5,
            1 de enero de 2013,108.375,94.491,13.884,4.772,4.200,345,200,439,45,121,102,1.757,698,572,95,347,4.339,81,4.037,77,23,4.422,264,399,191,645,100,45,1.947,256,127,128,45,112,346,243,4,5,
        30017 Cehegín,
            1 de enero de 2020,7.374,6.693,681,387,375,10,194,31,4,0,13,95,19,12,0,2,136,2,125,0,0,123,15,19,7,19,3,0,35,2,4,4,1,8,35,19,14,0,
            1 de enero de 2019,7.446,6.740,706,415,404,8,212,33,3,1,12,98,20,11,0,2,134,3,119,0,0,123,16,17,6,22,3,0,37,1,4,3,1,6,34,16,16,0,
            1 de enero de 2018,7.472,6.770,702,445,434,10,235,33,3,1,14,101,21,11,0,3,116,2,106,0,0,113,15,18,6,16,0,0,38,2,3,3,2,4,28,14,13,0,
            1 de enero de 2017,7.557,6.850,707,450,440,9,240,32,3,1,14,106,25,10,0,3,113,1,101,0,0,116,8,20,12,17,1,0,37,2,2,3,4,4,28,16,11,0,
            1 de enero de 2016,7.636,6.925,711,480,468,8,241,33,3,1,19,123,31,12,0,4,93,1,85,0,0,117,10,22,11,19,1,0,35,2,2,3,2,5,21,12,8,0,
            1 de enero de 2015,7.840,6.996,844,598,588,8,306,32,1,2,42,144,41,10,0,3,100,1,92,0,0,124,11,26,8,19,1,1,40,0,2,4,2,5,22,11,10,0,
            1 de enero de 2014,7.901,7.033,868,628,618,10,306,29,1,0,42,169,48,10,0,3,98,1,93,0,0,121,8,27,10,17,1,1,42,0,1,3,2,4,21,9,11,0,
            1 de enero de 2013,8.028,7.072,956,713,702,10,360,30,2,0,52,192,45,11,1,2,94,1,89,0,0,124,8,31,10,16,0,0,42,0,2,5,2,4,25,9,15,0,
        30018 Ceutí,
            1 de enero de 2020,5.959,5.201,758,108,90,18,4,16,3,2,12,1,30,18,4,9,236,3,213,0,12,396,17,42,25,66,30,2,116,22,12,8,3,7,18,15,1,0,
            1 de enero de 2019,5.849,5.154,695,113,93,18,6,15,4,0,8,0,40,20,4,9,201,2,182,0,9,364,16,43,20,64,19,2,115,24,15,8,4,8,17,16,1,0,
            1 de enero de 2018,5.741,5.111,630,113,96,19,7,15,4,1,7,2,37,17,3,8,173,2,160,0,3,331,15,41,20,53,19,2,112,15,12,9,7,6,13,13,0,0,
            1 de enero de 2017,5.721,5.102,619,113,101,19,7,15,3,1,12,3,32,12,2,6,169,1,158,0,2,326,15,44,25,44,16,2,116,15,11,9,8,4,11,11,0,0,
            1 de enero de 2016,5.639,5.034,605,115,101,16,7,14,3,1,12,7,32,14,3,7,164,1,150,0,4,311,14,45,21,36,11,2,121,17,10,8,7,2,15,15,0,0,
            1 de enero de 2015,5.572,4.952,620,128,115,18,9,17,3,2,14,6,37,13,4,6,149,1,136,1,5,327,14,39,27,42,10,3,130,17,11,7,9,2,16,16,0,0,
            1 de enero de 2014,5.472,4.855,617,128,117,16,8,18,4,3,13,2,42,11,3,5,139,2,128,0,4,335,17,38,21,44,8,3,137,23,12,7,7,3,15,15,0,0,
            1 de enero de 2013,5.447,4.835,612,135,123,16,8,21,4,3,13,2,44,12,3,5,135,2,124,1,4,329,11,36,23,40,7,3,146,21,10,7,7,2,13,13,0,0,
        30019 Cieza,
            1 de enero de 2020,17.552,15.858,1.694,384,309,11,8,199,7,4,1,17,30,75,22,31,670,10,653,0,0,614,12,51,18,28,4,0,258,10,2,12,7,14,26,25,0,0,
            1 de enero de 2019,17.455,15.889,1.566,390,316,11,7,203,3,5,1,15,38,74,23,30,589,11,571,0,0,557,11,51,16,24,2,0,266,6,2,12,6,10,30,27,2,0,
            1 de enero de 2018,17.403,15.940,1.463,397,322,11,6,202,2,5,1,17,45,75,25,29,538,13,518,0,0,498,11,52,15,20,4,0,257,3,2,9,5,8,30,27,2,0,
            1 de enero de 2017,17.411,15.974,1.437,405,335,13,9,203,2,5,1,19,47,70,24,29,516,14,495,0,0,485,10,52,16,21,4,0,266,6,2,11,5,8,31,28,2,0,
            1 de enero de 2016,17.445,16.014,1.431,412,342,13,11,206,2,6,1,17,48,70,25,28,480,11,463,0,0,507,9,54,15,20,5,0,282,7,4,12,5,9,32,29,2,0,
            1 de enero de 2015,17.457,16.032,1.425,425,355,12,14,209,1,4,1,16,58,70,25,29,450,10,434,0,0,517,9,53,14,21,5,0,300,6,3,16,5,8,33,29,2,0,
            1 de enero de 2014,17.450,15.995,1.455,458,377,12,14,215,2,5,1,17,65,81,30,34,435,9,419,0,1,525,13,56,11,20,5,0,313,4,3,17,5,7,37,33,2,0,
            1 de enero de 2013,17.564,16.060,1.504,480,388,11,12,219,1,5,1,18,68,92,38,36,433,11,417,0,0,556,17,65,10,19,4,0,348,4,3,15,5,5,35,31,2,0,
        30020 Fortuna,
            1 de enero de 2020,4.795,3.936,859,353,298,7,7,29,1,6,2,148,51,55,7,38,323,9,312,0,2,172,5,26,4,93,0,1,16,11,0,2,2,6,11,4,0,0,
            1 de enero de 2019,4.700,3.904,796,339,284,8,6,28,2,8,1,148,44,55,8,38,288,6,280,0,2,159,5,27,4,76,0,1,23,10,0,2,0,6,10,3,0,0,
            1 de enero de 2018,4.697,3.901,796,355,300,10,5,26,3,11,1,163,45,55,7,38,271,5,263,0,2,162,6,28,4,73,2,1,25,11,0,1,1,5,8,2,0,0,
            1 de enero de 2017,4.684,3.886,798,385,332,13,2,27,2,10,1,175,64,53,6,37,260,5,252,0,2,143,6,29,3,53,2,0,28,10,0,1,0,5,10,4,0,0,
            1 de enero de 2016,4.635,3.862,773,396,346,14,3,26,2,12,4,182,62,50,5,34,241,8,231,0,1,126,5,27,4,47,2,0,20,10,1,2,0,2,10,4,0,0,
            1 de enero de 2015,4.570,3.805,765,405,353,18,4,24,2,14,4,192,52,52,5,37,224,8,214,0,1,129,6,24,3,54,2,0,21,9,1,2,0,1,7,3,0,0,
            1 de enero de 2014,4.558,3.779,779,434,380,20,4,21,3,16,4,212,50,54,6,35,211,5,204,0,1,127,7,28,2,51,0,0,22,8,2,2,0,0,7,3,0,0,
            1 de enero de 2013,4.508,3.741,767,440,389,20,6,23,3,17,4,223,45,51,6,31,201,5,194,0,1,120,5,28,4,47,0,0,20,8,2,2,0,1,6,2,0,0,
        30021 Fuente Álamo de Murcia,
            1 de enero de 2020,8.100,5.673,2.427,526,497,7,0,64,1,8,5,245,125,29,9,13,843,0,837,2,0,1.041,10,60,13,38,10,8,633,185,8,5,0,4,15,10,0,2,
            1 de enero de 2019,7.972,5.664,2.308,506,475,7,1,62,2,14,2,234,122,31,8,14,807,0,804,2,0,981,11,58,12,29,9,8,621,165,8,4,0,5,12,10,0,2,
            1 de enero de 2018,7.725,5.596,2.129,444,412,6,1,57,2,21,1,182,117,32,8,16,757,0,755,1,0,918,9,62,13,30,5,6,605,141,5,7,0,3,10,9,0,0,
            1 de enero de 2017,7.728,5.618,2.110,488,452,6,1,61,1,23,1,215,112,36,7,17,729,0,728,0,1,885,7,60,13,27,5,6,606,127,5,8,0,3,8,7,0,0,
            1 de enero de 2016,7.778,5.621,2.157,523,487,6,1,60,1,29,2,218,137,36,9,15,728,0,726,0,2,895,9,60,13,25,4,6,630,121,4,9,0,2,8,6,0,3,
            1 de enero de 2015,7.786,5.605,2.181,526,494,6,1,61,1,34,4,217,137,32,8,14,724,0,724,0,0,921,4,67,16,27,4,6,637,134,4,9,0,2,10,8,0,0,
            1 de enero de 2014,7.814,5.567,2.247,580,546,6,3,63,1,39,4,243,150,34,9,13,741,0,740,1,0,915,3,73,14,27,2,6,630,134,4,9,0,2,11,9,0,0,
            1 de enero de 2013,7.918,5.500,2.418,787,752,11,8,71,1,51,9,394,164,35,9,13,724,0,724,0,0,895,4,67,15,25,2,5,638,115,4,7,0,4,12,10,0,0,
        30022 Jumilla,
            1 de enero de 2020,12.440,10.231,2.209,290,257,5,75,21,2,5,5,71,47,33,2,6,431,9,375,3,2,1.470,10,267,25,179,6,1,745,36,20,9,0,11,18,15,3,0,
            1 de enero de 2019,12.295,10.247,2.048,305,272,6,95,21,1,6,5,67,48,33,2,6,418,10,368,4,2,1.309,7,241,22,132,2,1,728,33,9,8,0,11,16,15,1,0,
            1 de enero de 2018,12.213,10.281,1.932,313,280,4,114,21,1,5,4,62,50,33,3,5,362,9,323,3,2,1.241,7,236,17,124,3,1,726,29,6,7,1,6,16,15,1,0,
            1 de enero de 2017,12.256,10.364,1.892,325,292,4,129,20,2,5,4,58,50,33,2,5,341,11,304,2,2,1.210,9,229,15,114,2,1,736,24,5,6,1,6,16,15,1,0,
            1 de enero de 2016,12.188,10.360,1.828,327,295,4,134,19,2,4,4,55,55,32,1,5,314,12,284,2,0,1.169,8,225,17,104,2,1,729,24,4,6,0,4,18,16,1,0,
            1 de enero de 2015,12.303,10.427,1.876,357,324,4,127,19,2,6,6,73,58,33,1,5,294,10,264,4,0,1.210,8,226,19,98,2,1,782,26,5,6,0,5,15,14,0,0,
            1 de enero de 2014,12.265,10.381,1.884,372,340,4,132,18,2,6,6,83,56,32,0,5,279,9,248,6,0,1.220,8,223,20,103,3,1,797,27,5,6,0,5,13,12,0,0,
            1 de enero de 2013,12.372,10.404,1.968,436,404,5,158,21,3,7,6,109,52,32,0,5,278,10,255,3,0,1.239,12,244,20,102,2,1,797,22,6,6,0,7,15,13,0,0,
        30023 Librilla,
            1 de enero de 2020,2.597,2.293,304,115,101,3,0,64,0,4,3,12,12,14,9,4,93,1,90,1,1,94,1,14,10,17,4,3,21,11,1,0,0,5,2,2,0,0,
            1 de enero de 2019,2.577,2.286,291,117,103,3,0,64,0,4,2,13,14,14,9,4,85,1,83,0,1,86,2,12,7,13,3,3,23,11,1,0,0,6,3,2,0,0,
            1 de enero de 2018,2.542,2.273,269,118,102,3,0,64,0,4,1,11,15,16,9,6,82,0,82,0,0,66,2,13,5,9,2,3,20,4,1,0,0,1,3,2,0,0,
            1 de enero de 2017,2.528,2.270,258,108,95,3,0,62,0,4,2,11,10,13,9,3,78,1,76,0,1,69,3,15,5,9,2,3,17,9,0,0,0,0,3,2,0,0,
            1 de enero de 2016,2.500,2.255,245,107,95,3,0,61,0,4,2,9,13,12,9,2,76,1,74,0,1,60,2,13,4,7,2,3,18,7,0,0,0,0,2,1,0,0,
            1 de enero de 2015,2.445,2.211,234,107,97,3,0,60,0,2,2,11,16,10,8,1,73,0,73,0,0,52,2,13,2,6,2,3,18,3,0,0,0,0,2,1,0,0,
            1 de enero de 2014,2.396,2.169,227,106,97,3,0,56,0,4,2,13,16,9,8,1,75,0,75,0,0,44,1,13,2,4,1,3,16,2,0,0,0,1,2,1,0,0,
            1 de enero de 2013,2.378,2.149,229,112,102,5,0,56,0,3,2,13,20,10,8,2,72,0,72,0,0,43,2,14,1,2,1,3,17,1,0,1,0,1,2,1,0,0,
        30024 Lorca,
            1 de enero de 2020,46.677,36.644,10.033,1.946,1.803,54,157,781,20,27,19,194,482,143,57,45,3.505,38,3.261,38,16,4.453,90,466,50,230,82,10,2.502,47,108,62,7,79,128,66,28,1,
            1 de enero de 2019,46.073,36.615,9.458,2.004,1.861,53,167,786,17,24,22,195,528,143,58,44,3.226,32,3.017,38,11,4.107,83,470,53,191,70,10,2.448,43,92,58,6,49,121,68,18,0,
            1 de enero de 2018,45.419,36.638,8.781,1.952,1.813,57,158,784,18,21,17,172,515,139,58,43,2.914,32,2.740,32,8,3.803,84,457,53,172,51,11,2.413,38,76,61,6,39,112,68,13,0,
            1 de enero de 2017,45.059,36.668,8.391,1.938,1.798,53,142,793,17,20,16,164,520,140,56,43,2.702,34,2.538,27,7,3.647,81,429,45,145,52,13,2.435,31,57,62,3,37,104,68,14,0,
            1 de enero de 2016,44.781,36.585,8.196,1.976,1.836,64,153,803,13,25,24,182,507,140,56,42,2.457,35,2.297,39,7,3.671,79,430,41,124,49,11,2.561,29,49,60,2,27,92,67,10,0,
            1 de enero de 2015,44.728,36.553,8.175,2.047,1.907,71,165,812,11,31,34,201,514,140,56,40,2.293,39,2.148,42,3,3.748,82,435,44,137,43,13,2.646,30,49,57,1,26,87,61,10,0,
            1 de enero de 2014,44.633,36.415,8.218,2.144,1.996,70,188,825,15,33,46,232,510,148,60,42,2.168,37,2.033,51,1,3.819,80,459,45,132,42,13,2.718,27,51,56,1,22,87,64,10,0,
            1 de enero de 2013,44.809,36.354,8.455,2.387,2.235,78,263,852,19,41,66,273,552,152,57,45,2.059,38,1.930,44,1,3.926,78,471,46,132,40,13,2.823,23,53,58,1,22,83,63,8,0,
        30025 Lorquí,
            1 de enero de 2020,3.600,3.053,547,137,117,19,6,8,1,5,5,2,66,20,3,13,197,2,184,0,8,205,20,20,8,24,9,0,79,16,3,1,2,7,8,7,0,0,
            1 de enero de 2019,3.530,3.055,475,134,115,18,6,8,1,4,5,2,67,19,2,14,171,2,157,0,9,164,16,17,5,19,5,0,73,11,3,1,2,3,6,5,0,0,
            1 de enero de 2018,3.459,3.025,434,133,120,18,8,8,1,3,6,2,69,13,1,10,138,3,122,0,10,157,17,16,5,19,3,0,67,11,3,1,3,3,6,6,0,0,
            1 de enero de 2017,3.462,3.035,427,126,112,20,9,9,1,4,4,0,56,14,1,11,131,3,119,0,7,162,17,16,5,19,4,1,73,10,4,1,2,5,8,8,0,0,
            1 de enero de 2016,3.433,2.995,438,140,124,24,11,10,1,8,4,1,60,16,2,12,121,4,107,0,7,168,16,18,8,20,4,1,80,9,2,1,2,2,9,8,0,0,
            1 de enero de 2015,3.465,3.016,449,151,133,25,12,9,0,9,6,1,65,18,2,14,119,3,106,0,7,171,17,19,5,18,5,1,89,8,2,3,2,1,8,7,0,0,
            1 de enero de 2014,3.412,2.975,437,143,129,24,12,11,1,11,7,1,56,14,0,12,106,2,97,0,6,182,18,20,4,22,4,1,99,4,2,6,1,0,6,5,0,0,
            1 de enero de 2013,3.407,2.948,459,159,147,28,19,12,0,12,10,2,55,12,0,10,107,2,95,0,9,187,18,20,5,23,3,1,100,5,2,7,1,1,6,5,0,0,
        30026 Mazarrón,
            1 de enero de 2020,15.841,10.145,5.696,3.236,3.100,125,48,129,17,46,29,2.148,286,136,19,26,1.283,12,1.210,1,19,1.105,57,21,24,90,17,8,606,14,17,14,9,19,70,38,6,2,
            1 de enero de 2019,15.555,10.084,5.471,3.145,3.013,131,54,134,14,46,33,2.022,312,132,19,24,1.220,14,1.146,1,20,1.039,51,16,19,85,22,6,590,14,17,15,10,17,67,39,6,0,
            1 de enero de 2018,15.254,10.036,5.218,3.056,2.925,137,57,129,12,46,34,1.936,312,131,19,20,1.097,15,1.035,1,13,999,48,18,16,82,25,7,586,12,13,17,10,13,65,35,6,1,
            1 de enero de 2017,15.004,9.995,5.009,2.938,2.802,132,54,130,12,46,36,1.847,302,136,19,20,1.034,13,978,1,15,974,47,19,12,82,25,7,597,12,11,16,9,11,63,36,6,0,
            1 de enero de 2016,14.869,9.975,4.894,2.867,2.730,120,53,135,12,48,41,1.839,271,137,18,17,991,15,941,1,13,981,47,19,11,81,25,7,622,7,10,14,9,11,55,28,6,0,
            1 de enero de 2015,15.523,9.940,5.583,3.455,3.312,153,62,148,13,68,68,2.308,241,143,20,13,1.007,17,958,2,11,1.065,52,17,11,85,30,7,707,6,11,16,9,10,56,30,6,0,
            1 de enero de 2014,15.756,9.859,5.897,3.738,3.597,190,67,146,18,99,74,2.532,207,141,22,13,985,15,942,2,9,1.114,54,23,19,93,27,7,735,9,12,14,9,11,59,35,6,1,
            1 de enero de 2013,17.126,9.811,7.315,5.138,4.987,332,71,157,20,112,89,3.670,202,151,17,14,974,17,929,3,6,1.135,54,21,22,95,25,8,756,9,13,14,11,11,67,38,7,1,
        30027 Molina de Segura,
